comment,positive,neutral,negative
ngabisin duwit yg ada klo udah habis.bklan mangrak.,0,1,0
"Terimakasih ko sudah mengajak melihat progress IKN
Keren",0,1,0
Jakarta jawa barat wes gak bisa diselamatkan dari banjir. Ees ramalan jayabaya,0,1,0
Pegi lah lu kehutan,0,1,0
"Cuma orang orang berhati gelap busuk dan dipenuhi kebencian yang selalu bersuara skeptis dan mengharapkan kegagalan IKN... Kesuksesan IKN melambangkan kemampuan Bangsa Indonesia untuk berkiprah dalam permbangunan Super Masif....

Mari dukung dan sukseskan pembangunan IKN, mari awasi para pelaksana pembangunan IKN agar menjalakan amanah rakyat dengan sebenar benarnya tanpa korupsi... MAJULAH INDONESIAKU...🇮🇩🇮🇩🇮🇩🇮🇩",1,0,0
berisik amat mas..... pelan pelan ..aja ngomong nya,0,1,0
"Alhamdulillah tidak ada rencana dibangun gedung DPR. Itu artinya apa kawan2,,???",0,1,0
Mauya di pintu utama patung hanoman dibuat sebesar besarya biar jagan masuk yg itu,0,1,0
silahkan yang mau jadi pemborong di ikn .. 😂,0,1,0
Biasa settingan intuk prncitraan. Krlihatsn gaya bicaranya. Kalau bank dudah buka nadanahnya darimana.,0,1,0
Buzer dikerahkan.,0,1,0
"Ayo cepetan pindah ke sana IKN, nnt gak kebagian",0,1,0
Mudah2an bisa sampai.le.IKN daripada jalan2 ke tempat.lain...kota ygbpenuh dengan jalan macey,0,1,0
Ngga usah sebut merk..sebut aja naik mobil...sombong banget .!!!!,0,1,0
hoax yg dihembuskan orang2 yg punya aset dijakrta .takut harga jualnya turun😂😂😂..,0,1,0
Melindungi para pejabat yang korupsi 😅,0,1,0
Saya unlike mas maaf ya buzzeer,0,1,0
Kalau memang benar ini semua ya Alhamdulillah.,0,1,0
Apakah disini ada petaminanya?,0,1,0
Saya bosan di titik 💯 😭🤣🤣🤣,0,1,0
"Ada tapi tidak masuk otoritas IKN  di penajam P
asir utara",0,1,0
Bangga punya lokasi IKN dan kumpulan bangunan mewah yang mengangkat wajah INDONESIA NKRI 🙏,0,1,0
Jangan syooook.,0,1,0
"Mencela adalah perbuatan yang paling mudah karena modal hanya mata, lidah suara yg tdk perlu dibeli,yg sulit itu kalau membangun sesuatu yg memerlukan pemikiran, perencanaan, biaya, tenaga, dan perlengkapan dsbnya",0,1,0
Bersih kan korupsi sebelum pindah ke ikn 🎉🎉🎉,0,1,0
Mas ajak dong saya ke ikn saya pengen sekali ke IKN kelihatanya idah sekali,0,1,0
Tandai orang orang yang menghasut IKN mangkrak dan yg menjelek jelekan pembangunan IKN biar mereka dan keturunannta jangan sampai menginjakan kakinya di IKN.,0,1,0
liat aja kedepan ...  gak pake berisik ?!..😁😁😁,0,1,0
"Sangat indah bagi kalangan elit, dan kaum penting",0,1,0
Keren jadi pengen ke IKN nih,0,1,0
"Ada yang tau arti mangkrak,, ayo 58% tunjukan goyangan mua",0,1,0
"Bangunan bagus, cuma uang nya gak ada, jangan maksain, dampak nya bikin susah rakyat",0,1,0
Kalo tidak pakai uang negara yg pakai pajak rakyat apa orang2 itu masih tinggal di IKN apa masih ada orang kerja3 coba stop uang dari negara apa kamu bisa ngomong,0,1,0
"Mana pembully jokowii muncullah
Gak melihat banyak peninggalan pak jokowi.sehat selalu pak jokowi",0,1,0
Alhamdulillah......ikn mangrak .,0,1,0
Keren makasih mas.. Semoga suatu hari nanti bisa ke IKN.. salam dari Ambon,0,1,0
"keren mas, terimakasih sangat mengedukasi. btw camera ne sampean niku nopo mas?",0,1,0
Ndase ktanya ikn mangkrak spa bilang GK seneng ya GK seneng jngn gtu dong,0,1,0
Semoga nanti ada rejeki nya bisa berkunjung ke IKN.,0,1,0
"Beda nu ulin jeung nu gawe mah,, 😂😂😂",0,1,0
"terlihat sekali mangkrak belum ada perpindahan masif sebaiknya dihentikan pak prabowo berharap fokus ke pembangunan sumber daya manusia dulu , investor belum masuk",0,1,0
Kepala Garuda mana di IKN 😂😂😂🤣,0,1,0
Yooo di tunggu klw memang tidk ngangkrak,0,1,0
Kepo banget,0,1,0
Cangkemmu cok...bangga banget...sadar ora itu anggara apbn bukan investor....,0,1,0
Malah fokus sibuk baca² comen😅😅😅,0,1,0
"Nah ngene to mas,dadi ketok ora di kiro mangkrak
Entuk tambahan duit seko koruptor ratutan triliun yo jelas iso berjalan pembangunan lan program makan gratis aminn",0,1,0
"IKN iku perlu di terusno, tapi yo Ojo lali Karo wong cilik ijek akeh seng kaliren",0,1,0
Mantab karya anak bangsa.,0,1,0
Itu strategi Korea yg sakit hati,0,1,0
Untung yg kerja di hotel tu.. hahaaa semalam 35jt😃😇🙏,0,1,0
Yawdah pak Prabowo cepetan pindah kesana bg,0,1,0
Tinggal lah di situ brapa triliun  yang hebat itu,0,1,0
Uang rakyat dihabiskan pejabat ke IKN,0,1,0
"Rakyat tidak bisa menikmati kemewahan...IKN diperuntukkan pejabat, rakyat cuma nyumbang donasi...",0,1,0
Uang rakyat pejabat yg menikmati...miris,0,1,0
tim soto pake kecaopp😂😂😂😂,0,1,0
"Bosomu kok medhok banget, rek. Asli Surabayakah? Salam.",0,1,0
"Ngomong apa sampean,pikirin tuh karyawan yg di PHK ,kasihan mau lebaran.",0,1,0
79 cm😭😭,0,1,0
"*_matur nuwun wes di jak review ke ikn,hotel Swiss nusantara.gak perlu kesana, cukup nonton video ini sampai habis.mantap om_*",0,1,0
"TAR IKN AKAN JADI MONUMEN IBUKOTA POLITIK.
ATO JADI TEMPAT WISATA KAUM SULTAN .salam akal sehat dari Bumi BORNEO 🙏",0,1,0
Makasih Bang Infonya Aku memang bukan Orang Kalimantan Tapi Aku seneng Lo 😊,0,1,0
"Bang dibayar berapa untuk reviewnya.. kalau benar tidak dibayar berarti bang kekurangan informasi tentang ikn, seharusnya mengupdate perkembangan politik dan situasi negara ini, supaya tahu sungguh bobroknya negara ini, salah satunya disebabkan oleh ikn😊",0,1,0
keren 🤗🤗🤗,0,1,0
Kereen pengen ke Sono tapi jauh rumahku di jateng😢,0,1,0
Proyek memaksakan..!! coba anggaran  nya di tendang ke pendidikan  kesehatan lapangan pekerjaan  di mudah kan baru Saya salut sma jokowi  saya doain jokowi  masuk surga!!,0,1,0
melok ko,0,1,0
Saya asli orang kalimantan tengah...saya bukan main lgi di IKN tp kerza dsna😅😅😅,1,0,0
"Ora bangga 
Hanya mementingkan oligarki 
Tidak mementingkan rakyatnya yang lagi pailit",0,1,0
😂😂😂 gak kehidupan...,0,1,0
IKN ? Saat ini ngak ada mamfaatnya bagi rakyat. Yg untung hanya sebagian org saja dr proyek iini.,0,1,0
Ikn kebangaan org kalimantan ..entah org sono😁 yg slalu bilang mangkrak,0,1,0
buaya mana buaya kata bang roky,0,1,0
"Sbgai influenser - Sampean kebagian Tender.. ato ada keuntungan apa Mas.. 
Brti Anggaran APBN Masih mengalir kah..?",0,1,0
Ok sy SBG rakyat lkut senang,1,0,0
😂😂😂😂😂😂,0,1,0
Ngacoo  lu,0,1,0
jawa penjajah,0,1,0
Klihatan banget klo influencer nya 😂😂😂😂,0,1,0
IKN yahh mana suaramu,0,1,0
Klo nginep ya takut.  Sepi.,0,1,0
Istimewa buat pengikutnya,0,1,0
"Maaf kenapa mas dari Surabaya,kok gak bawa Amin Rais,Roky Gerung dan refly Harun,ke ikn",0,1,0
"Gpp yg blg ikn mangkrak biarin dgn pendirian nya, waktu juga lah yg akan menjawab kebenaran nya, sy sebagai warga indonesia meski jauh dari IKN sy selalu ber doa agar kiranya ikn ber jaya, 1,5 thn yg lalu masih hutan belantara, tapi saat ini dah jadi kota yg sgt megah, tak ada kabel ber seliweran di angkasa, tapi listri jika malam ber sinar menakjub kan, ini bener""kota modern yg baru ada di Indonesi, kita sebagai warga indonesia dah seharus nya merasa bangga, bkn nya mencemoh karya bangsa sendiri.",1,0,0
"Wawwww gilaaa IKN LUAR BIASA  HEBAT"" IS THE BESS  ❤❤❤❤❤❤❤❤❤ JOKOWI👍👍👍👍👍",0,1,0
"Yg blng mangkak itu orang"" yg g suka  dg pk JOKOWI PRESIDEN K 7  MANUSIA "" MUNAFIK ITU",0,1,0
Ngomong apa kau ngk ngerti...,0,1,0
Tetap semangat sehat,0,1,0
Mana stesen PERTAMINA?,0,1,0
Yg bodoh itu adalah yg ngomong doang dgn mengabaikan fakta,0,1,0
Lihat aja entar bakal jadi gak?,0,1,0
"Itu kan sepi ,,,seharus nyo Sagat mamei  pekjanya",0,1,0
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍IKN,0,1,0
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤IKN,0,1,0
Ikn ok urs mantab bagus cantik,1,0,0
Yg mangkrak tu amin rais ds rf rg as dll,0,1,0
Satpam pekok gabisa bilang R,0,1,0
Gara2 IKN Zinilah hancur Negara.RI ini bukan DUSUN Pak jadi habiskan uang negara buat IKN apa gunanya.,0,1,0
Sepi bang.. pekerja nya bisa di hitung pakai jari buat pembangunan sebesar itu,0,1,0
"Yg belum di bayar gajinya itu tanya sama yg pemborong nya ,nnt yg di salah kn pk jokowi ok sabar ya yg kerja ikhlas insya allah rezkinya melimpah Aamiin yra",1,0,0
Kalau memang sudah baik....sempurna .Ketata dengan baik kenapa para petinggi di Negeri ini tidak pindah itu harus di pertanyakan ada apa sebenarnya..... Karena pembangunan ikn dulu sebelum Jokowi lendet dia berjanji akan berkantor di sana....adaapa sebenarnya....,0,1,0
Mentri2 nya suruh tinggal di IKN... Biar percaya rakyat nya... Ayo mulai pindah... Ada Yg mau?,0,1,0
Bukan kehendak kami mau ikn jadi ibu kota tapi ke inginan dari pusat ikn hanya sebagai kantor bukan pindah kota paham semua nya,0,1,0
Angaran ancur ini segala naik harga ternak ternak,0,1,0
Ngoceh.mu enggak jelas,0,1,0
Aku gak hanya fokus sama cantiknya bangunannya tapi aku fokusnya ke awan di langitnya indah2 banget bentuk awannya cerah banget👌👌❤❤😊,0,1,0
KEAT KEAT MATA LOE LEBAR.,0,1,0
Siapa bilang IKN.mangkrak nyatanya masih banyak.yg kerja,0,1,0
Cak tapuken cangkeme sing ngomong mangkrak.....,0,1,0
"keren IKN ku, maju terus, para pembenci Jokowi jgn di ajak ke IKN ya,🤣🤣🤣🤣",0,1,0
Dri banten g prlu kunjung di ikn.buat rumah kuntil aj,0,1,0
Nah lohh... Kenyataannya beda dgn info dari kelompok sebelah yg sakit hati.  Yg rewel.. Yg suka fitnah2...tambah malu aja ya kelompok sebelah  ..semakin rendah  derajatnya.... Semakin ngawur..,0,1,0
Pemerintah sgj tdk koar2 pdhal pembangunan jln terusm,0,1,0
Kampret,0,1,0
Keren juga IKN ya. Tapi seperti kota sepi. Apa ini akan menjadi kota maju kedepannya apa gmn y?,0,1,0
"hahahaha masa sih IKN  kecil sekali ya , kayaknya  kok lebih luas  PIK 2   , ..kita rakyat hanya bisa melihat saja , ambisi yg terlalu di paksakan disaat indonesia masih banyak hutangnya, kalau uangnya utk bayar hutang, aman dah negara ini, smoga informasi mas andi berguna bagi yg berkepentingan dengan IKN.",1,0,0
😂😂HOAX,0,1,0
😏,0,1,0
Keren bagus banget ikn,0,1,0
Emg gk mangkrak.tp turunya uang susah.sering gajinya telat.kita aja ngerjaaiin gedung oikn.klo gk rame demo gk bakal keluar orangnya,0,1,0
BuzeRP....BuzeRP....BuzeRP,0,1,0
Hadeeeh bazeeeer bazeeer,0,1,0
ISTANA KELELAWAR BRO ... 🤣🤣🤣,0,1,0
"Kasihan hakhak masyarakat menengah kebawah yg mana dana tuk pembangunan & semua fasilitas di IKN ada uang/hak rakyat kecil disitu
Mau brp sekian rupiah lg yg akan dipertanggung jwbkan oleh para kaum penguasa 😂 ingat akan ada yaumul mizan dihari akhir nanti wahai para pemimpin, tolong amanah yg bnr-bnr amanah dlm menjlnkn tugas kalian para ASN",0,1,0
Yg benci    iya benci biarin aja... NAnti. Kan    leleh sendiri,0,1,0
Bawak aja sanak kluarga mupindah kesanaikn muproyek jokower,0,1,0
loh orang saya yg kerja di ikn kok di bilang mangkrak wkwk,0,1,0
mobilnya pake bensin Pertamax😅,0,1,0
Mantab IKN♥,0,1,0
"Mau mereka ibukota tetap di Jawa biar hidup senang,hari hari demo  biar dapat mkn.",0,1,0
Pembangunan tetap berjalan akan tetapi ibukota tdk perlu pindah karena d IKN jg banjir😊,0,1,0
"Mendingan buat bangun PIK
Paling nggak bisa berguna banyak orang bisa ikut menikmati suasananya",0,1,0
"Kok dibilang mangkrak???IKN sudah menjadi ibu kota NKRI, status jakarta sekarang sudah menjadi DKJ, lanjutkan IKN mantap 💪💪💪👍👍👍",0,1,0
Nanann...,0,1,0
"Banyak omong… 
Masyakat nggk bodoh2 amat.",0,1,0
Kok ga ada warteg / warung kopi kecil gtu mas? Ga biasa makan minum ditempat sperti itu. Terlalu mewah buat aku,0,1,0
Kya nya Bpak Security ini org Banjar 😄,0,1,0
"Pasti ngk ramai,,karna jauh dari jangkauan,,klu untuk orang yg berduit y pasti lh sampai",0,1,0
"y mangkrak,, kl buzer kan usaha hhhhhhhhhhh",0,1,0
"Ini sisaan doang, abis itu ya mangkrak, mungkin sisa bbrp bulan doang yg sudah dibayar kmrn2... Tunggu tanggal mainnya",0,1,0
September 2024 baru ke IKN... Trus sekarang lihat vlog ini Februari 2025.. ya banyak banget progres pembangunannya... Mangkrak darimananya... Yang belum kesana bisa aja nyimpulin sendiri lawong ga lihat langsung... Iyain aja percuma debat sama orang yg belum lihat secara langsung.,0,1,0
Lah g mmpir nang omah ku ko 😂,0,1,0
"Menurut sy, Swiss Hotel itu tidak akan bertahan lama juga semua bisnes yg ada di sana. Kita tunggu & lihat apakah benar tekaan sy 😂😂  jika begitu IKN nya semua pembisnes akan cabut lari 😂😂😂 RUGI....😂😂😂",0,1,0
Dibayar piro sampean cak?,0,1,0
Lagian ngapain lu percya omongan orng. Gw yg tinggal di sini dan punya teman yg kerja di proyek ikn masih anteng aja. Itu cuman mulut anak abah,0,1,0
Kalau jd pindah ikn gedung di jkt yg mangkrak,0,1,0
Mantap benar  luar biasa   kenangan  pa  presiden  jokowi,0,1,0
"Wao hebat, pak Jokowi Brafo.",0,1,0
"Wah keren ini yak. Salah berarti orang2 selama ini. Ternyata pembangunan jalan terus. Simbol Nusantara akan terbentuk. 

komentku adalah tujuan kontent di buat 😂",0,1,0
Kemungkinan tidak lancar...sebab banyak yg kerja disana gajinya sering terlambat,0,1,0
"Mas kebanyakan masyarakat menolak indonesia maju bro, IKN aja dibilang gak guna🥲🤌. Miris bet lah mending lu tinggal di hutan aja gausah keluar kota. Pantesan kita dihina kera dari orang barat🦶🦶",0,1,0
Jiwa anak banteng dn anak abah makin meronta2 ni liat vidio😂😂😂😂,0,1,0
Namanya mangkrak itu lum ad penghuninya😂,0,1,0
"Memang sepi kalo dari videonya,dan memang mangkrak ga ada pekerja proyek nya mulai awal video tadi,",0,1,0
8.12 😂😂 35 jt buat 1 minggu tapi buat 1 malam,0,1,0
Klo skrng memang masih ada yg kerja sampe abis lebaran baru pada bubar.yg di maksud mangkrak ya nanti liat setelah lebaran apakah benar atau tidak issue nya,0,1,0
Koh andy sudah terinfeksi sama dokter tirta 😂😂 password nya MAKAN SOTO JANGAN PAKAI KECAP 😂😂..koh andy SALAM BUAT MAMA ELLY YA❤❤sehat s lalu lancar rezekinya اللَّهُمَّ صَلِّ عَلَى سَيِّدِنَا مُحَمَّدٍ وَعَلَى آلِ سَيِّدِنَا مُحَمَّدٍ,0,1,0
IKN Adalah Simbol Kemajuan Indonesia,0,1,0
Mantap abang agar masy tahu bahawa IKN tetap di kerjakan,0,1,0
Ko sepi banget kaya apa ya itu😅,0,1,0
Setelah melihat,0,1,0
Gersang sekali dan sudah membabad paru paru dunia 1/3 hutan kalimantan dan sudah makan tumbal aneka hewan dn jenis tanaman musnah...sayang sekali klu sampai mangkrak begitu,0,1,0
Buzzer,0,1,0
Mungkin karena hari Minggu ... Gak ada yang bekerja... Yakan GAESSS,0,1,0
Sdh enak jkrta jdi ibu kota knpa di alih kn ke ikn klimntan Utara GK masuk di akal siapa yg bikin i.de  pusing ag mikir x,0,1,0
Kaltim hadir bang,0,1,0
Maksud kecap manis apa,0,1,0
Tanah sumatra begitu luas nya.mngapa ikn di buat di kalimantan tempat jin buang anak sungguh terlalu....,0,1,0
"*Yang memfitnah IKN karena sebenarnya mereka juga ngincer properti di sana, jadi supaya saingan berkurang 😂*",0,1,0
"Yg bilang mangkrak itu biasanya, org yg tidak dapat melakukan/ kesempatan korupsi, wkwkwkw",0,1,0
"Beberapa hari Yang Lalu saya ke IKN , kebetulan menginap di swissotel, yang letaknya didalam IKN. pagi2 Dapat pinjam sepeda gratis untuk keliling IKN, jam 7 masih Sepi, sangat beruntung Karena belum panas dan cerah,Tapi memang semua proyek masih berantakan dan katanya pekerja sudah dikurangi banyak. Hotelnya pun sepi, pas waktu sarapan hanya tim kami 6 orang yang makan. Semoga IKN lekas selesai, dan orang parlemen pindah semua…😊😊😊😊 notes itu yang pakai baju merah di depan hotel orang Kalasan Jogja. Dan ceff nya orang magelang. Sempat kenalan sih ternyata tetangga se daerah.😂😂😂",0,1,0
Bang Andi ga stadion Nusantara bang,0,1,0
Proyek mangkrak Mulyono menyengsarakan rakyat Indonesia anjay 😅,0,1,0
Hotel nya Kok sepi ngak ada pengujung pasti bengkurap nanti nya .,0,1,0
Tolong satpam bahasa banjar nya jgn mencolok 😂😂,0,1,0
Bangun IKN tapi rakyat sengsara...itukan bisnis  penguasa..yg senang juga pejabat😢😢😢,0,1,0
"Banggalah jadi rakyat Indonesia,walau bagaimanapun semoga ibukota baru segera jdi",0,1,0
"Pasti pendukung baterai 16% dan anak-anak buah ABAH yg terus bilang, pembagunan mangkrak 😂😂. Dan sdh terbukti pembangunan ikn dan infrastruktur lainnya di masa ke pemimpinan pak Jokowi ❤❤❤",0,1,0
Mantap mas koki beri paham orang yg sakit hati,0,1,0
sy orang balikpapan cinta IKN  ❤,0,1,0
"Ntar kalau IKN jadi, semua para pembenci juga bakal nyari kerja disana😂 manusia munafik gak usah diurusin. Mereka miskin karena ada sebabnya😂 Mereka gak sadar telah diazab😂",0,1,0
Mmpir asn 4 gk bos,0,1,0
Rumah warga dmna bg??,0,1,0
35 juta satu malam😢😢,0,1,0
❤❤❤,0,1,0
Pendduknya mna ky jakarta gk,0,1,0
proyek omon2 ini terus ga ada yg berani ngomongin money laundry nya lagi hebat saya bangga di Indonesia ini yg kaya makin kaya yg miskin makin miskin!!!,0,1,0
Mana boleh mangkrak jika ianya proyek raksasa sesebuah kerajaan.. Pemerintah akan cari jalan agar bisa berjaya.. Maju terus Indonesia..,0,1,0
Norak banget Lo bg..,0,1,0
"Klau gk mngkrak kak, knapa bnyak yg di phk,, tempat kerja suami saya, bnyak yg di pulangkan",0,1,0
emang sudah bisa masuk ke IKN ?? mohon jawab ya min,0,1,0
Bapaknya cadel r kasian 😅😅,0,1,0
"Pembangunan dari hasil hutang ribawi rezim paling korup menurut peneliti independen,,,,,,tinggal nunggu waktu kehancuran nya cepat atau lambat dunia sementara,,,,,,",0,1,0
"Salam dari Malaysia.
Logik nya pelaburan sebesar ini tidak akan dibiarkan rugi. Projek ini pasti akan berjaya. Tahniah.",0,1,0
"Ko, ada orang jual soto g disana",0,1,0
BuserRP😅😅😅😅,0,1,0
Cuma mimpi.tutup aja buat wisata pisang goreng dan somel,0,1,0
coba bilang R,0,1,0
Kwerenn antum ko 👌👌🔥,0,1,0
Salah satu kegunaan anggaran ikn digunakan untuk membayar konten ini,0,1,0
Dipakainya ikn setelah kiamat yah 😢,0,1,0
Saya kemrin kesana Sepi mau kesana hutan kiri kanan sepi  😢,0,1,0
"Masa Allah bangunan pa Jokowi luar biasa,masih ada rakyat menyalahkan pa Jokowi,pa Jokowi berjasa sama bangsa dan negara",0,1,0
79cm cok tertinggi di Indonesia😭🤣,0,1,0
Keren abis....❤,0,1,0
"Saya juga mau ke IKN bang , mau lihat pembangunan RS Panti Rapih disana proses pembangunan sdh spt apa",0,1,0
Sampe lu tuwir ga bakalan rame itu ikn😂😂😂,0,1,0
Saya yakin pak Hasan security orang Sumsel dari logatnya 😆😆,0,1,0
Sepi ya,0,1,0
Satu malam 35 juta?,0,1,0
Ikn kota banjir bos,0,1,0
"Gue sangat respect dg tayangan ini,,,, dan akhirnya gue ga berkeputusan bulan juni setelah lebaran kami akan main ke IKN,,,, kemang jaksel cussss IKN,,,, prepare dari skr,,,,, ❤❤❤❤❤ DEAL 👍👍👍👍👍",1,0,0
"Pembangunan yang dipaksakan, pantes warganya juga sama. Gak punya duit, tapi gaya selangit.",0,1,0
Namanya juga ikn gelap buat apa bongkar aja dikiloin lumayan,0,1,0
IKN memang top markotop tiada dua nya di dunia...,1,0,0
Joooooos❤,0,1,0
Saya asal priangan berpendapat siapa yang nanam pasti panen.,0,1,0
ya elah yg disitu PNS dipaksa pindah semua hahaha,1,0,0
Insyaallah kalau punya rejeki cus kesini,0,1,0
"Sekarang minta tolong. Waktu perencanaan pembangunan nya , masa bodohdengan pendapat rakyat. Betapa sok nya jokowi beserta orang orang nya. Yakin nya mereka bangun ikn, tidak mempergunakan kan uang negara. Pasti bisa. Ternyata apa yg terjadi. Keteteran. Ini bangun ibu kota negara pak.perlu persiapan dana yg khusus, dan juga perhitungan yg matang",0,1,0
Saya sendiri warga sepaku..ikn itu gk mangkrak..klo saat ini memang berkurang pekerjanya..tp masih jln sebagian..apa lagi pembangunan di bagian jln masih aktiv,0,1,0
Sampurasun Rahayu terimakasih Bp JOKOWI IKN makin NYATA...saya PERCAYA kerja nyata anda tidaklah sia sia...,0,1,0
"Tak ada presiden seperti jokowi yg bisa membangun ini,nyata",0,1,0
"Dari semua video ini, Sy hx suka vlognya abang... bagus membawakannya seperti ga lagi recording... Luar biasa... Lanjutkan bang!🤝🤝🤝",0,1,0
Berau kaltim nyimak om 😅,0,1,0
𝘼𝙣𝙖𝙠 𝘼𝙣𝙖𝙠 𝙣𝙚𝙣𝙚𝙠 𝙢𝙚𝙜𝙖. 𝙎𝙚𝙡𝙖𝙡𝙪 𝙣𝙜𝙤𝙢𝙤𝙣𝙜 𝙞𝙠𝙖𝙣 𝙢𝙖𝙣𝙜𝙠𝙧𝙖𝙠. 𝙆𝙖𝙡𝙞𝙖𝙣 𝙠𝙪𝙧𝙖𝙣𝙜 𝙟𝙖𝙪𝙝 𝙢𝙖𝙞𝙣𝙣𝙮𝙖 𝙠𝙖𝙬𝙖𝙣 😂😂,0,1,0
Ikn membagun berarti Singapore yg untung sebab bila nk ke sana mesti lalu nya Singapore n Sarawak sebabnya juga tk jauh bersempadan dgn Sarawak kelimantan barat rasa nya di ujung kelimantan menyemberang laut cina antara Borneo dgn jawa .terus lh yg baik2 semoga maju jadi bangaan indonesia tapi jgn sombong2 bodoh bila maju jgn mengejek orang lain bersyukur ada lh yg terbaik jaga tata susila perkataan supuya bertambah maju negara kebanggaan indonesia,0,1,0
Buktikan bang IKN tidak mangkrak .. Seperti kata sengkuni yg ngiri akan prestasi org,0,1,0
Kenapa ibukotanya belum Jadi dipindah?,0,1,0
ga tahan lama itu... ntr juga jadi hutan lgi,0,1,0
Rrrrrr😂,0,1,0
"Wahhhh, presiden Jokowi ke7 pasti rindu sama ikn , KLO begini Sabar , pak Jokowi, ikn pasti beres di lanjut kn oleh presiden Prabowo takkan ada yg namanya mangkrak ini , simbol kebesaran Negara bro. Dan ini tanggung jawab seluruh rakyat Indonesia ...setidaknya wajah baru kemandirian rakyat Indonesia bukan peninggalan jaman penjajahan ....oke yg nyinyir itulula penjajahan zaman kini...🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🧑‍🎄🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡",0,1,0
Loala cak arek suroboyo gk ngerti ngunu2ku cak😂,0,1,0
Apapun dilakukan demi pajak meningkat ujung2 nya rakyat yg menderita 😂 teruss pendukung pemerintah matii2an Saya pikir hidupnya bakalan enak seperti Para pejabat eh gakk tauu nya hidupnya jugak susah Dan masih mencari makan sana sini tapii dgn lantang membela Para elit kan kocak. Pikir gakk ada yg bisa di banggakan samaa Para pejabat di Konoha apa2 uwanggggggggg😂.,0,1,0
"Coba suruh para pejabat Dan pendukung si Mulyono tinggal di sana untuk selamanya. Mau gakk?
Buktinya gakk ada yaag mau 😂😂",0,1,0
Tapi sepi..bos..kaya kota hantu ...,0,1,0
Ngak mungkin lah.....pak prabowo itu orangnya pedulian...dia akan meneruskan pembangunan ibu kota baru itu....,0,1,0
Coba tonton video ini tanpa ada suara dan tanpa baca apa2... tonton video nya dan perhatikan detail2 nya tanpa distraksi.  Bisa menyimpulkan sendiri kok. Bagus ada video semacam ini telah memberikan fakta kepada masyarakat indonesia,0,1,0
"memang MANTAP dikasih rezeki terus di,.ROYALACES88",0,1,0
Ya silakan tinggal di IKN mas. Saya tetap di Bali aja mantai,0,1,0
"ya sudah, nti klw ikn udah jadi, lu pindah kesini ya,... gw tunggu informasi lu....",0,1,0
Logat kentara bang pernah belajar mata pelajaran bahasa Indonesia ka tdk 😅😂,0,1,0
"Meskipun bank nya sudah beroperasi, tapi kalau tidak ada nasabahnya lak percuma.",0,1,0
Kira kira Siapa yaa yang mau investasi di tengah hutan,0,1,0
IKN itu ibukota negara dan harus di bangun semewah mungkin,0,1,0
Lanjutkan pembangunan supaya laku terjual property nya,0,1,0
Enak yoo para mentri nyaa😂😂,0,1,0
Yg bilang ikn calon mangkrak itu roki gerung.. kenapa bnyak orang yg tidak suka dg kemajuan indonesia. Selama ikn berjalan pembangunan nya. Di desa2 kami di kalbar juga di bangun jalan.. walau pn belum seluruhnya tapi besyukur dah.. bisa mempercepat jam untuk anak berangkat sekolah atau apalah.. sehat selalu pemimpin bangsa yg baik.....,0,1,0
